number,value,datetime_start,datetime_complete,duration,params_sac.alpha,params_train.alpha_lr,state
0,-74.37366485595703,2025-11-30 02:10:03.475889,2025-11-30 02:45:35.564927,0 days 00:35:32.089038,0.2207774687477526,0.00022217502948626049,COMPLETE
